title,product_id,user_id,url
Teeth Whitening Powder Kit 2.1oz Activated Charcoal Toothpaste Powder Teeth Whitener Remove Coffee Wine Tobacco Stains Gum Health and Fresh Breath with Toothbrush & Tongue Cleaner,B07Q2G3FSY,AFSCJNRG4BAGAB37REW4XCDPE6XA,https://m.media-amazon.com/images/I/41l0jKflvwL.jpg
"C.O. Bigelow No. 007 Dr Hiosous Quince Hand Lotion, 4 Ounces",B07J2QZBTP,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,https://m.media-amazon.com/images/I/41PWWlKfQyL.jpg
"13.5 fl. Oz. Goat Milk Facial Cleanser, Moisturizing Face Wash for Women, Hydrating Natural Face Wash, Anti-aging Face Wash, Face Wash for Aging Ski",B07NPWK167,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,https://m.media-amazon.com/images/I/31QpoaFRuTL.jpg
"ABOUT ME MediAnswer Collagen Firming Up Mask 4ea (1box) 25g - 77% Pure Collagen Extract Anti-Aging Total Care Facial Mask Sheet, Powerful Hydrating and Anti-Wrinkle Night Skin Care",B07J1LYVHC,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,https://m.media-amazon.com/images/I/41kg3SuIDlL.jpg
"SAMYANG ABOUTME Red Recipe Super Cleansing Balm 3.04 oz. (90ml) - Soft Melting Milk Texture Makeup Cleansing Balm, Mineral Contained Nourishing & Soothing Cleansing, Rose Scented",B07PHWX88W,AHALZ7AKVAVL7QEVBCI55JVLGXOQ,https://m.media-amazon.com/images/I/41z6VmAAecL.jpg
"Face Lift Tapes for Instant Face, Neck and Eye Lift Kit Tape",B07VG2W8TT,AF2YKZQRMRGJ655I3MKQUYFGRQGA,https://m.media-amazon.com/images/I/410zXP-EAaL.jpg
"Livordo Moroccan Argan Oil Essential Organic Cold Pressed Skin Moisturizer Rich in Vitamin E Powerful Antioxidants For Skin, Hair, Body, and Face 4 Oz",B081632HX6,AFZGS7XLGLJFUSUWNX4XA6SGEZQA,https://m.media-amazon.com/images/I/419k6pad3iL.jpg
Straight 13x4 Lace Front Wigs Burgundy Lace Front Wigs Long Bob Synthetic Ombre Wine Red Wig Pre-plucked with Baby Hair Free Part Heat Resistant Synthetic Lace Wigs for Women 20 Inch,B07YYW1913,AEORT2SOUGKL76PYWWGS4SUL3OSA_1,https://m.media-amazon.com/images/I/41y6Fr9gJjL.jpg
9 Pack Headbands Set -Messen Fashion Velvet Wide Hairband with Pearl Knitted Floral Fabric Cute Elegant Vintage Cross Knot Turban Elastic Hair Hoop Headwrap for Women Girls Hair Accessories,B0837K9W6P,AFFVAEVXTKEZZ6RAOEXCLWSB4ABQ,https://m.media-amazon.com/images/I/5189JNZUUGL.jpg
"Pharmacopia Tangerine-Flavored Lip Balm - Set of 2, 0.25oz - Nourishing Herbal Lip Elixir with 100% Natural and Certified Organic Ingredients",B07Z3NRMBS,AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1,https://m.media-amazon.com/images/I/41dTRMUTXKL.jpg
"360 Lazy Susan Makeup Organizer, Rotating Bathroom Shelves Countertop Carousel Organizer Cosmetic Storage, Crystal Clear",B07X8W7GJZ,AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_2,https://m.media-amazon.com/images/I/5174kWBsglL.jpg
"Kale Firm & Smooth Body Lotion - Superfood Infused Firming Body Lotion with Kale. 6.8 fl.oz, Anti-Aging Moisturizing Lotion For All Skin Types",B07SW7D6ZR,AHV6QCNBJNSGLATP56JAWJ3C4G2A,https://m.media-amazon.com/images/I/31JTx8roWoL.jpg
"Cancun Collection Cacao Body Bronzer – Superfood Infused Sunless Tanning Lotion with Cacao 5.1 fl.oz, For Instant Tan in 1 minute.",B07SV4HTMC,AH5ONINJRNZ674DXUMV4RMYIFYVQ,https://m.media-amazon.com/images/I/31vkVcpsCEL.jpg
JPNK 4PCS Anti-Static Detangling Fine & Wide Tooth Shower Comb Set,B081ZN3TD5,AESCUI6VXJSHLUIO44Y5ERAHZE4A,https://m.media-amazon.com/images/I/51k5fHmCzlL.jpg
Taya Beauty Inner Core Hair Strong Anti-Breakage Shampoo & Conditioner Duo - Strengthening and Repairing Formula - Free From Sulfates and Parabens - 8 fl oz Bottles,B07VGBBNTH,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,https://m.media-amazon.com/images/I/41eoeLnvIgL.jpg
Workman's Friend Ultimate Hand Care Bundle,B082VKPJV5,AHT6AM6BNIZUHFJB5V2M6XM72G7Q,https://m.media-amazon.com/images/I/51AsZiWjQYL.jpg
SERUM By MERLOT - RESVERATROL - NATURAL ANTI-AGING - DAMAGE CORRECTOR - BOOST COLLAGEN - 1 FL OZ. - DARK CIRCLE CORRECTOR -,B07WNBZQGT,AH5OTJDIHBG4SYLRYWKS7MR7NWUQ,https://m.media-amazon.com/images/I/31OSC0pB9TL.jpg
Gents of London Design Paste Matt Firm Hold Professional Hair Styling Wax (3 oz),B07ND4HPHT,AEXO6YBJHQZFPLVRQJI6VX7IJDNA,https://m.media-amazon.com/images/I/51DGfRmCTvL.jpg
"Cleancult Soap Dispenser with Pump, 12oz Frosted Glass Refillable Bottle with Non-Slip Grip, Pre filled with Natural Liquid Handsoap, Lavender Scent, Eco Friendly",B07Z4CVTRP,AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1,https://m.media-amazon.com/images/I/21hxTk0IKnL.jpg
"Charyeah Bath Pillow Bathtub Spa Pillow With Powerful Gripping Suctions, Comfortable and Soft 2-Panel Cushions for Head, Neck, Back and Shoulder Support,Fits Hot Tub, Jacuzzi, Spas",B082DXHTX8,AG4D44BNNLUEZNG7COK2CNRYUHYQ,https://m.media-amazon.com/images/I/21Pq3JdsB1L.jpg
"100pcs Premium Quality Hair Clips, 20 Glossy Colors Snap Hair Clips, 2 Inch Hair Barrettes with Perfect Grip, Durable Colorful Hair Clips with Smooth Edges for Kids, Girls, Women",B07XVNJFNF,AG3GU5MHHM662AATYNDWYOKOZP7A,https://m.media-amazon.com/images/I/51E1l3LzwhL.jpg
"Beast Blue Ultra Cooling Body Wash, 6 oz -Beast",B0844X21MJ,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,https://m.media-amazon.com/images/I/31MRs-mTtsL.jpg
12ML Refillable Perfume Atomizer Bottle for Travel Spray Scent Pump Case Pack of 5,B015A5DGG4,AHX2B4DEER2QR3IU3CCNB3CWC6TA,https://m.media-amazon.com/images/I/51C3gsQHheL.jpg
"Queendom Unlashed Mascara | Volumizing and Lengthening | Boosts Lash Length | Vegan, Cruelty Free, Paraben Free",B07RM722DH,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,https://m.media-amazon.com/images/I/4134Lud2tML.jpg
6 Pack Soft Headband BEoffer Coral Fleece Women Makeup Spa Head Bands Turban Fashion Bow Bowknot Hairlace Headwear Wash Face Hair Holder Elastic Top Knot Bandage Girl Baby Hair Accessories 6 Colors,B082NKQ4ZT,AEOTWG667CGEIHYH33COIX53Y25Q,https://m.media-amazon.com/images/I/414Hd2-AilL.jpg
"Color Me Cosmetics Gel Manicure Kit with LED Lamp - DIY Gel Nail Starter Set with Prep, Base and Top Coat, 2 Gel Polish Colors & Nail Tools - Beginner Nail Kit with Everything You Need Made in USA*",B0813ZQG3T,AGBG3KK74IKWJNQVMQAGVBWJ7FAQ,https://m.media-amazon.com/images/I/41iZDN+BQmL.jpg
"Coppertone Kids Clear Sunscreen Lotion SPF 50, Water Resistant Sunscreen for Kids, #1 Pediatrician Recommended Sunscreen Brand, Broad Spectrum Sunscreen SPF 50, 5 Fl Oz Tube",B084ZHP45Y,AGV5NQ4JDQD6NHXVF6AVZPVDX66Q,https://m.media-amazon.com/images/I/41SybDRzQUL.jpg
Strixaderm Lash Advance Eyelash Conditioner - Hypo Allergenic Eyebrow Enhancer Serum & Primer Mascara For Natural Eye Brow Growth & Thick Long Lashes,B07PCSRSND,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,https://m.media-amazon.com/images/I/21ln5pm7NtL.jpg
"BE PLAIN Vitamin Ampoule 1.01 fl oz. - Korean Multi Vitamin Serum for Face with Vitamin B, Vitamin C, Vitamin E, Hyaluronic Acid",B083TLNBJJ,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,https://m.media-amazon.com/images/I/51dAFC-jKKL.jpg
"Bioré J-Beauty Makeup Removing Moisturizing Cleansing Jelly, Top Japanese Makeup Remover, Gentle Skin Cleanser, Mild Floral Fragrance, Non-Greasy, 7.8 Ounce",B0914JBBTV,AF7XNTURXVPO55T5EP4B4DVPQPPQ,https://m.media-amazon.com/images/I/418v-RMRiCL.jpg
"Hair Scrunchies for women,Including 3 Pcs Long Silk Satin Hair Scarf & 3 Pcs Bunny Ear Scrunchies & 3 Pcs Elastic Hair Bands Scrunchy and 7Pcs Pearl Hair Clips,(16Pcs/9Colors)",B07VQR3W3Z,AEXYLV5YOYWSLGG47VVECVURA7XQ,https://m.media-amazon.com/images/I/517eW-cFvHS.jpg
"Nail Clipper Set, GIDIBII Luxury 18 in 1 Stainless Steel Nail Clipper Kit, Manicure Pedicure Care Tools with Portable Travel Case",B083J1Y349,AG4D44BNNLUEZNG7COK2CNRYUHYQ,https://m.media-amazon.com/images/I/51mbE+38jIL.jpg
"2-Pack Puretize 16.9 Oz Hand Sanitizing Gel w/Pump Tops - Extra Strength 70% Ethyl Alcohol - Moisturizing Formula with Aloe Vera, Vitamin E & Botanical Extracts - Quick Drying Formula",B087D7MVHB,AH5ONINJRNZ674DXUMV4RMYIFYVQ,https://m.media-amazon.com/images/I/41puEkUN5-L.jpg
"Aloe Vera Gel 100% Natural Moisturisers - Pure Organic Fresh Soothing Aloe-Vera Moisturizing Gel Skin Hair, Aloe Leaf Wash-free Clean After Sun Face Body (8.8 oz)",B086VYKNDF,AFWVN52MRBWOTIK7UGXBWGOY4HBA,https://m.media-amazon.com/images/I/51LsgyXngwL.jpg
MainBasics Headband with Buttons for Face Masks (Gray),B088FBNQXW,AHX2B4DEER2QR3IU3CCNB3CWC6TA,https://m.media-amazon.com/images/I/41ieGiDgASL.jpg
"Sam&Helen Magnetic Eyelashes With Eyeliner Kit, 5Pairs Magnetic Eyelashes And 2 Tubes Magnetic Eyeliners With Eyelash Applicator-No Glue Needed",B086JN17SK,AGV2YW5B3SCKG6WV422CIITZOGRQ,https://m.media-amazon.com/images/I/51NZXtoL4IL.jpg
Iryasa Night Indulge Cream - Natural Face Cream for Dry Skin - Vegan Anti Aging Night Cream for Women - Firming Cream for Face and Neck - Organic Vitamin C Moisturizer for Face - 1.7oz,B07W397QG4,AG73BVBKUOH22USSFJA5ZWL7AKXA,https://m.media-amazon.com/images/I/51wOKzxWheL.jpg
"Lesentia Tinted Moisturizer with SPF 31 – Tinted Moisturizer For Face With Spf and Blemish Concealer with All Natural Ingredients like Shea Butter, Jojoba Oil, Vitamin E and Zinc* (Medium - 2fl oz)",B0855L611L,AG4D44BNNLUEZNG7COK2CNRYUHYQ,https://m.media-amazon.com/images/I/314aRiGFUhL.jpg
RUGGED & DAPPER Active Regimen Grooming and Skincare Set for Men | Includes Body Wash Shampoo + Face Wash + Facial Moisturizer + Shaving Cream in a Travel Bag,B07JGD2T2J,AFNRGRORFAGSB7WGANETBDDYDEAQ,https://m.media-amazon.com/images/I/41KAhij5HrL.jpg
JARGOD 1pcs 100% Kolinsky Sable Acrylic Nails Round Nail Art Brush (size 4),B07ZJX5MNJ,AHX2B4DEER2QR3IU3CCNB3CWC6TA,https://m.media-amazon.com/images/I/31axSpQuGjL.jpg
Girzzur fashion headbands for women-(6 Pack) yoga running headbands for women nonslip of wide boho Face washing makeup cloth hair bands,B0885W8GCL,AGBG3KK74IKWJNQVMQAGVBWJ7FAQ,https://m.media-amazon.com/images/I/51I9dsRb5DL.jpg
lilah b. - Bronzed Beauty Bronzer Duo - b. sunkissed - Multipurpose Bronzer Duo to Highlight + Contour and Blend,B01EK2F1PC,AGV2YW5B3SCKG6WV422CIITZOGRQ,https://m.media-amazon.com/images/I/31wQX8h56aL.jpg
"Sdara Aloe Vera Gel For Face and Body - Organic & Natural, Soothing & Cooling For Sunburn Relief, Restorative For Dry Skin - Made In USA",B08879N2W3,AGNUU44ETNXLBOUB53LJGFJP3SQA,https://m.media-amazon.com/images/I/31e7lmwOCDL.jpg
"VILLAGE11FACTORY Cica Cream, Centella Soothing and Repairing Cream for Dry and Irritated Skin, Moisturizer, Anti-Wrinkles, Lightweight, Relieves Irritated Skin, Fragrance Free, Dermatologically Tested, 1.69 fl oz 50ml",B0859CYSTM,AESIZ3ATHVPMZM5NI6ZJOZBH547A,https://m.media-amazon.com/images/I/31DqywgS3vL.jpg
"NATWAG Reusable Update Makeup Remover Cloths for Sensitive Skin - Microfiber Face Cloth Makeup Remover | Washable Round Makeup Remover Pads | Natural Facial Towels (2 Pads,2 Cloth) (Purple)",B088LWRYJC,AEOTWG667CGEIHYH33COIX53Y25Q,https://m.media-amazon.com/images/I/51k5Di1cq2L.jpg
"Eternal Matte Lovers Collection – 3 Long Lasting, Fast Dry Colors and 1 Nail Treatment, Matte Top Coat – 13.5 Fluid Ounces Each",B07XQKH3RY,AGT5MCGUEPS76JCKY7FD7ZZWRNTQ,https://m.media-amazon.com/images/I/3153JPfi0OL.jpg
"The Henna Guys Hair Finishing Stick, Frizz Control Hair products, Broken Baby Hair Gel - Hair Wax Stick for Flyaway Hair - Faster & Quickest Solution for Neat Hair Styles (1 Pack)",B0842BXM5M,AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,https://m.media-amazon.com/images/I/51XCk-W0leL.jpg
20 PCS Zoostliss Nail Polish Remover Clips,B086VK22QT,AEOTWG667CGEIHYH33COIX53Y25Q,https://m.media-amazon.com/images/I/41rsQ6Xa4sL.jpg
"Study Buddy Clay Mask with Detoxifying Bentonite, 3 fl. oz., Exfoliates, Brightens and Clears Pores, Clay Draws Out Impurities and Improves Skin's Texture and Tone by Higher Education Skincare",B07M9D3WYW,AF6QHJSY6N5MMHTC5L26QOTX6K3Q,https://m.media-amazon.com/images/I/310RjkaNQ0L.jpg
"No Brainer Gentle Facial Cleanser, 6 fl. oz, For Dry & Sensitive Skin, Leaves Skin Feeling Clean, Soft and Hydrated, Hydrolyzed Rice Protein & Amino Acids Restores Skin by Higher Education Skincare",B07ZQRX7FX,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,https://m.media-amazon.com/images/I/21RxBechYFL.jpg
"Grinding Away Skin Polishing Scrub, 3 fl. oz., Polishing Scrub Works to Improve Skin's Texture and Tone by Buffing Away Dead Skin Cells by Higher Education Skincare",B07MMW5654,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,https://m.media-amazon.com/images/I/314YLuu4dKL.jpg
"MBA Renewing Retinol Serum, 1.7 fl. oz, 0.5% Retinol Hydrates & Brightens Skin's Appearance by Diminishing the Look of Breakouts, Hyperpigmentation, and Signs of Aging by Higher Education Skincare",B07MN1KJ15,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,https://m.media-amazon.com/images/I/313js-PnSML.jpg
"Higher Education Skincare: Goal Digger - Silky Moisturizing Cucumber Creme; formulated for dry and sensitive skin; cucumber extract; natural extract: melon, kale, cabbage, ginger, turmeric - 1.7 fl oz",B07ZS3DKL5,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,https://m.media-amazon.com/images/I/31lGGn1vRmL.jpg
"Magnetic Eyelashes and Magnetic Eyeliner Kit, Magnetic Eyelashes with Eyeliner, 5 Pairs Reusable Magnetic Eyelashes with Tweezer, False Lashes",B087GD4BJ1,AGQIUTI7M4XUGCRV6E66FAOCX5PQ,https://m.media-amazon.com/images/I/41o1ZPlVTiL.jpg
"CESTLV Bamboo Charcoal Toothbrush + Toothpaste Kit (10 Pack Bulk), Hotel Amenities for Guest & Travel, BPA Free, Individually Boxed Dental Kits, Recyclable",B07DKRK8ZW,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,https://m.media-amazon.com/images/I/51aqRtRKMCL.jpg
Purple Hair Mask for Blonde with Keratin & Jojoba Oil - Platinum & Silver Hair - Instantly Eliminate Brassiness & Yellows - Made in USA - Hair Toner - Bleached & Highlighted Hair - Sulfate Free - 8 oz,B089RLLT5C,AHUIIYUMY5OXQWRECL5JEK4AITBA,https://m.media-amazon.com/images/I/511NfEoTc4L.jpg
"Foot Peel Mask For Cracked Heels, Dead Skin & Calluses - Make Your Feet Baby Soft & Get a Smooth Skin, Removes & Repairs Rough Heels",B087Z9X39L,AHT6AM6BNIZUHFJB5V2M6XM72G7Q,https://m.media-amazon.com/images/I/51pUq3mF2lL.jpg
"Emilia Hypoallergenic Bath Oil for Babies - Paraben-Free Natural Baby Wash Enriched With Natural Oat Extract, Sunflower, Sweet Almond, Sesame, Calendula, and Chamomile 8.5 fl.oz.",B07FP2C8N8,AGV5NQ4JDQD6NHXVF6AVZPVDX66Q,https://m.media-amazon.com/images/I/31spKcCv71L.jpg
"6 Pack Spray Bottles,Empty Plastic Clear Small Transparent Travel Bottles Pump Bottle Lotion Dispenser Bottle Set,Refillable Liquid Containers 3oz and 2 oz",B08693T3XR,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,https://m.media-amazon.com/images/I/41-tfLnDYDL.jpg
"AUGNORYE 13 Pcs Hair Cutting Scissors Kit, Professional Hair Barber Scissors Kit with Thinning Shears, Home Hair Shears for Women, Men, Kids",B088X2WPTX,AENALXICBEUWDJG6U2GYCGEVM3OQ,https://m.media-amazon.com/images/I/51PbwXJghHL.jpg
"[the SAEM] Derma Plan Cleansing Bubble Pad 15pcs - One Step Gentle Makeup Cleansing Wipes Produce Fine & Dense Bubbles, Hypoallergenic Formula, Pore Clean, Mild Exfoliation",B0851C4YPC,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,https://m.media-amazon.com/images/I/41NmuDv4lmL.jpg
"Organic Bamboo Cotton Ear Swabs by Bali Boo - 200 - Natural Wooden Qtips Cotton Swabs for Cleaning Ears, Baby or Makeup and Nails - Sustainable & Vegan Buds Sticks - Eco Friendly & Biodegradable",B07KG1TWP5,AFZGS7XLGLJFUSUWNX4XA6SGEZQA,https://m.media-amazon.com/images/I/41AqN-GLvTL.jpg
"1800 Watt Hair Dryer with Diffuser Hot and Cool Settings 2 Speed Adjustable Negative Ionic Hair Blow Dryer 2 Smoothing Concentrators and 1 Hair Scalp Massager Shampoo Brush for Curly Hair,Woman,Kids",B082VYX7G8,AG73BVBKUOH22USSFJA5ZWL7AKXA,https://m.media-amazon.com/images/I/41-M07k5SvL.jpg
"4D Silk Fiber Lash Mascara Black, Waterproof Natural Thick Fiber Mascara, Thick Thickening Lengthening, Dramatic Extension Voluminous Eyelashes Mascara, No Clumping, No Smudging Lasting All Day",B086SSHLWT,AF7XNTURXVPO55T5EP4B4DVPQPPQ,https://m.media-amazon.com/images/I/51cpeim+l0L.jpg
"Natwag Makeup Remover Pads,18 Pack 3.74 Inch Reusable Microfiber Cleansing Pad with Laundry Bag Suitable for All Skin Types,3 Color Facial Cleansing Pad Set.",B087F14JSH,AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,https://m.media-amazon.com/images/I/51udutd3mpL.jpg
"4D Silk Fiber Lash Mascara Black, Natural Waterproof Mascara Extra Long Lash,Thick Thickening and Lengthening, No Clumping, No Smudging, Lasting Voluminous Eyelashes Dramatic Extension Mascara",B086ST4W1C,AGOLMT3QETKYNESRYKBA6D7XXS7A,https://m.media-amazon.com/images/I/51d5N9zuaTL.jpg
"DeepDream Portable Electric Nail Drill - Professional Efile Nail Drill Kit For Acrylic, Gel Nails, Manicure Pedicure Polishing Shape Tools with 11Pcs Nail Drill Bits and 36 Sanding Bands",B088NVJSJT,AEODUUL6REW3PW2ZGFREKGWBYUZA,https://m.media-amazon.com/images/I/41PJLLUW9xL.jpg
"JDO Eyelash Curler and 4D Silk Fiber Lash Mascara Value Set-Lash Curler with Refill Pads for No Pinching or Pulling, Mascara Natural Thickening- Long Lasting Waterproof & Smudge-Proof",B08C24Q6LB,AH7LDXK3GT67FZKMRW7MP477DJVQ,https://m.media-amazon.com/images/I/51jhPPdeZNL.jpg
Argan Magic 100% Pure Argan Oil – Moisturizing Oil that Infuses Skin with Enriched Hydration | Leaves Skin Restored & Refreshed | Non-Greasy | Rich in Vitamin E | Made in USA | Cruelty Free (2 oz),B00O2FGBJS,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,https://m.media-amazon.com/images/I/31ZtHCNL+mL.jpg
"Shakira Perfumes - Dance for Women - Long Lasting - Femenine, Charming and Modern Perfume - Fruity Floral Notes - Ideal for Day Wear - 1.7 Fl Oz",B0BTJ6SYKB,AFGGRGHGHSFKMZASFBYFRHBBEOPA,https://m.media-amazon.com/images/I/31Z30jOWshL.jpg
[Abib] Creme coating mask Tone-up solution 17g (5pcs),B08575Y9V3,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,https://m.media-amazon.com/images/I/317PPYcm-YL.jpg
Red Carpet Manicure Starter Kits,B0BC273JJR,AEODUUL6REW3PW2ZGFREKGWBYUZA,https://m.media-amazon.com/images/I/21hMuqglNoL.jpg
"Wonder4 Electric Callus Remover - Rechargeable Electric Foot File Callus Shaver Hard Skin Remover Pedicure Tools with 3 in 1 Roller Heads, for Cracked Heels Calluses and Dead Skin",B08BRS98SF,AEODUUL6REW3PW2ZGFREKGWBYUZA,https://m.media-amazon.com/images/I/410urIbyp6L.jpg
"Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Nail Art Gel Kits for Home DIY Manicure, Blue Nude Series",B087GB8ZRF,AFFGJTTHRCSKGMMCNHT7UWTMKKCQ,https://m.media-amazon.com/images/I/51eZhnMmfRL.jpg
"Gel UV Nail Lamp, AsperX 150W LED Nail Dryer Gel Nail Polish Light Curing Lamp Kit Smart Auto-sensing with 10/30/60/99s Timer",B085ZRVDKP,AGQVYRFKX6G5VO65RHQ7UZKGSTKQ,https://m.media-amazon.com/images/I/412-IbzR3CL.jpg
"3D Mink Eyelashes Natural Long Lashes 2 in 1 Self-adhesive Eyeliner Instead of Adhesive 5 Different Styles Pairs Kits Sets with Tweezers , NO NEED GLUE",B086GST51S,AFLI33M7ADMQ2B3DSIJLODWUHTAA,https://m.media-amazon.com/images/I/41BenRSUIuL.jpg
"Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Complete Nail Art Gel Kits for DIY Manicure, Pink Nude Series",B087G54FLM,AHEJQ4CPSHAQNTHL4BCVCAPZ7YWA,https://m.media-amazon.com/images/I/51Q+TEqcHZL.jpg
"MUSE & Co Dazzling Rhinestone Stick On Nails, White Nails with Glitter Nails and Rhinestones ""French Sparkle"", Luxurious Elegant Nails, Squoval Medium Length Nails Press On Nails for Women and Girls Fake Nail Set 36pcs",B088M5P8FN,AFSYEOBTC3ULN3DGKABPFR6FIWQQ,https://m.media-amazon.com/images/I/41WPZShjS9L.jpg
"lorelo 20 pieces Hair Curlers, Hair Rollers Spiral Curls Styling Kit No Heat Hair Curlers with Styling Hooks for Girls Woman",B087FTZSZH,AFLKX7ZNVK2DN6LG3EAP6ZNYUFHA,https://m.media-amazon.com/images/I/513H54TUGtL.jpg
"lorelo 4 Pieces Nail Dotting Pen, Dual-ended Nail Dotting Pen Liner Brush Nail Art Point Drill Drawing Tools Set Nail Art DIY Decoration Tool",B085RQKWNF,AGNUU44ETNXLBOUB53LJGFJP3SQA,https://m.media-amazon.com/images/I/31Sbf4SXseL.jpg
"5pcs Nail Art Liner Brushes, Lystaii Dual-ended Painting Nail Design Brush Pen Include Liner Brushes and Dotting Pen Nail Art Point Drill Drawing Brush Double Ended Dotting Tools Set 5,7,9,11,14mm",B08B3SJNL5,AGNUU44ETNXLBOUB53LJGFJP3SQA,https://m.media-amazon.com/images/I/41c2bcpb8iL.jpg
Caudalie Favorites Set,B085NYYLQ8,AGYVC7KVHP2AWM7BDCEYNHFA6F3Q,https://m.media-amazon.com/images/I/41ueEISd04L.jpg
Magic Wand Makeup Brushes Set - 5pcs Wizard Wand Makeup Brushes Foundation Blending Blush Eyeshadow Face Lip Powder Brush Beauty Tools (New-Bronze),B07YG4PRTN,AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1,https://m.media-amazon.com/images/I/51QaidJJl6L.jpg
"Leuxe Facial Cleansing Brush, IPX6 Waterproof Rotating Face Brush for Deep Cleansing, 3 Modes and Smart Timer",B088GMVYQX,AEZY3WQ5CO4DOXRNJOWWXJYKCAXQ,https://m.media-amazon.com/images/I/41+29my0bsL.jpg
"10 Pack Wide Headbands, 4 Style knot Turban Hairband Vintage Head wrap Hair Band Elastic Hair Accessories",B089QR2Y5B,AH3POWPCN3JIW3IUL6H24L536NQQ,https://m.media-amazon.com/images/I/51P638Sl9EL.jpg
